# ID
#   Unknown id number
# NUMBER
#   Unknown number
ID	AUTHOR	YEAR	TEXT	TITLE	NUMBER	PAGES
1180	L. Silén	1954	Report from Professor T.Gislén's Expedition to Australia in 1951-1952. No.12, Bryozoa and Entoprocta	Kungliga fysiografiska Sällskapets Handlingar	65	3-41
1181	R. J. Cuffey	1979	A bryozoan-like Chaetid (possible Sclerosponge) from Jurassic-Cretaceous Limestone near Orhaneli, Northwestern Turkey	Geobios	12	473-479
1182	H. Milne-Edwards and J. Haime	1850-1854	A monograph of British fossil corals	Palaeontogr. soc. monogr		1-322
1183	V. B. Trizna and R. A. Klautsan	1961	Bryozoa of the Artinskian stage of the Ufa Plateau and their role in the stratigraphy of this stage in the Near-Urals [in Russian]	Trudy Vsesoyuznyi Nauchno-Issledovatel'skii Geologo-Razvedochnyii Neftanoi	179	331-486
1184	W. Waagen and J. Pichl	1885	Salt Range fossils, 1; Productus-Limestone fossils	Palaeontologia Indica	(13)1	771-834
1185	E. Pergens	1894	Nouveaux bryozoaires du Crétacé du Limbourg	Bulletin de la Société Belge de Géologie	7	172-189
1186	F. Wang	1986	New records of Ectoprocta from the Antarctic [in Chinese]	Sichuan Journal Of Zoology	5	2-4
1187	S. Pouyet	1984	La faune du faciès "Marnes bleues". Burdigalien du bassin de Faucon-Mollans-Malaucène (Sud-Est de la France)	Nouvelles Archives du Museum d'Histoire Naturelle Lyon	fasc.22	51-123
1188	R. Paalzow	1898	Eine neue Bryozoon aus dem Zechsteine	Abhandlungen der Naturhistorischen Gesellschaft zu Nurnberg	11	46-47
1189	J. Jullien	1888	Bryozoaires	Mission Scientifique du Cap Horn 1882-1883	6	1-92
1190	L. R. Thornely	1924	Polyzoa	Scientific reports of the Australian Antarctic Expedition 1911-1914, Series C, Zoology and Botany	6	1-23
1191	S. Mawatari	1946	On the hatch-out of larvae of Bugula neritina Linnaeus. Studies on fouling Bryozoa 2 [in Japanese]	Miscellaneous Reports of the Research Institute for Natural Resources, Tokyo	10	1-13
1192	S. Mawatari	1946	On the hatch-out, swimming and attachment of larvae and ancestrula formation of Bugula neritina Linnaeus. Studies on fouling Bryozoa 1 [in Japanese]	Miscellaneous Reports of the Research Institute for Natural Resources, Tokyo	9	1-15
1193	X. Liu	1991	A study on the anascan-cribrimorphan bryozoans from Nansha Islands of China [in Chinese]		1991	56-81
1194	E. Voigt	1960	Bryozoen und andere benthonische Kleinfossilien aus dem Liechtensteiner Kreideflysch	Abh dtsch Akad Wiss Kl Bergbau, Hüttenwesen u Montangeol	1	225-234
1195	M. I. Schulga-Nesterenko	1942	A review of the stratigraphic distribution of the Carboniferous bryozoans of the Moscow depression [in Russian]	Bull Acad Sci URSS Ser Biol	39084	99-123
1196	F. Wang and Y. Tung	1976	New species of Ectoprocta from China [In Chinese]	Acta Zootaxonomica Sinica	22	302-303
1197	G. D. J. Brown and E. J. Daly	1985	Trepostome Bryozoa from the Dillsboro Formation (Cincinnatian Series) of Southeastern Indiana	Spec Rep geol Surv Indiana	33	1-95
1198	A. W. Waters	1888	Supplementary Report on the Polyzoa collected by H.M.S. 'Challenger' during the years 1873-1876	Report on the Scientific Results of the Voyage of the H.M.S. "Challenger", Zoology	31	1-41
1199	A. M. Yaroshinskaya	1978	Lower and Middle Devonian Bryozoa of the Altai Mountains [In Russian]	Trudy Mezhvedomstvennyy Stratigraficheskiy Komitet SSSR	6	114-116
1200	J. Kaselowsky, J. Scholz and G. S. Levit	2002	The biological potential of encrusting bryozoans	Senckenbergiana Lethaea	82	181-192
1201	E. I. Androsova	1960	Nektorie dannie pro fauna Machanck (Bryozoa) sheltogo Morya [in Russian]	Sovmest Kitaisk-Sovyet Mor Biol Eksped, Trudui	3	41-70
1202	E. I. Androsova	1956	Polyzoa of the Order Cheilostomata of the Sea of Japan [in Russian]	Probl Temat Soveshch ZIN, Trudui	6	78-80
1203	G. G. Abrikosov	1925	The materials for the fauna of the Bryozoa of the government of Moscow [in Russian]	Biol Sta Kossino Moscau, Arb	2	81-84
1204	G. G. Abrikosov	1936	Bryozoa	Zhivotnii mir SSSR	1	377-381
1205	R. V. Gorjunova and O. N. Kruchinina	1975	Bryozoa [in Russian]	Trudy Vsesoyuznyi Nauchno-Issledovatel'skii Geologo-Razvedochnyii Neftanoi	383	146-153
1206	I. P. Morozova	1959	Devonian..Bryozoa Cyclostomata... [in Russian]	Materiali k osnovam paleontologhii Akad Nauk SSSR	2	7-12
1207	H. N. Coryell	1934	Description of bryozoans	Oklahoma Bur. Geol.	2	176-184
1208	V. B. Trizna	1956	Bryozoa from the Austrong Group, Lower Carboniferous, Kuznetz	Trav. Petrol. Bur. Petrol. Inst. USSR	98	1-122
1209	L. I. Waschurova	1964	Bryozoa... [in Russian]	Trudy Upravl, geol. okhr.  ... Tadzhikskoi SSSR, Paleont. Strat.	1	75-168
1210	F. Canu	1922	Bryozoaires	Annales de Paléontologie	11	16-30
1211	G. G. Astrova	1940	Lower Silurian Trepostomata of the Pechora River basin [in Russian]	Sci rep Moscow State Pedagogic Inst of VILenin	23	3-82
1212	V. P. Nekhoroshev	1947	Bryozoa	Atlas of the guide forms of the fossil faunas of the USSR	3	57-62
1213	D. G. Smith, S. F. Werle and E. Klekowski	2003	The anatomy and brooding biology of Pottsiella erecta (Potts, 1884) (Ectoprocta: Gymnolaemata: Ctenostomata), with an expanded diagnosis of the Pottsiellidae	Hydrobiologia	490	135-145
1214	D. Jackson, S. P. Leys, V. F. Hinman, R. Woods, M. F. Lavin and B. M. Degnan	2002	Ecological regulation of development: induction of marine invertebrate metamorphosis	International Journal of Developmental Biology	46	679-686
1215	M. H. Dick, A. Herrera Cubilla and J. B. C. Jackson	2003	Molecular phylogeny and phylogeography of free-living Bryozoa (Cupuladriidae) from both sides of the Isthmus of Panama	Molecular Phylogenetics and Evolution	27	355-371
1216	C. Wuchter, J. Marquardt and W. E. Krumbein	2003	The epizoic diatom community on four bryozoan species from Helgoland (German Bight, North Sea)	Helgoland Marine Research	57	13-19
1217	R. L. Anstey, J. F. Pachut and M. E. Tuckey	2003	Patterns of bryozoan endemism through the Ordovician-Silurian transition.	Paleobiology	29	305-328
1218	E. A. Walford	1889	On some Bryozoa from the Inferior Oolite of the Shipton Gorge, Dorset Part 1	Quarterly journal of the geological society (London)	45	561-574
1219	E. Voigt	1962	Neue Bryozoen aus Schreibkreide-Geschieben (Maastrichtium, Ob. Kreide) der Umgebung von Hamburg	Paläontologische Zeitschrift		244-53
1220	T. Hayami	1975	Neogene Bryozoa from northern Japan	Science Reports Tôhoku University, Sendai	45	83-126
1221	A. E. Reuss	1872-75	Die Foraminferen, Bryozoen und Ostracoden des Pläners	Palaeontographica	20	73-157
1222	A. E. Reuss	1872	Die Bryozoen und Foraminiferen des unteren Pläners	Palaeontographica	20	95-144
1223	P. L. Cook	1964	Polyzoa from West Africa. 1. Notes on the Steganoporellidae, Thalamoporellidae, and Onychocellidae	Resultats Scientifiques des Campagnes de la 'Calypso'	41	43-78
1224	F. Borg	1924	On some remarkable species of Cyclostome Bryozoa	Goteborgs Kungl Vetenskap	4	1-34
1225	L. V. Nekhorosheva	1968	The Lower Devonian bryozoans from the Tareya River section (Central Taimyr) [in Russian]	Uchenye Zapiski Nauchno-Issledovatel’skogo Instituta Geologii Arktiki (NIIGA). Paleontologiya i stratigrafiya	24	45-62
1226	L. V. Nekhorosheva	1965	Trepostomatous bryozoans from the Ordovician of Taimyr [in Russian]	Uchenye Zapiski Nauchno-Issledovatel’skogo Instituta Geologii Arktiki (NIIGA). Paleontologiya i stratigrafiya	9	41-78
1227	I. P. Morozova	1955	New Upper Devonian Polyzoa from the Kuznetz basin [in Russian]	Doklady Akademiya Nauk SSSR	100	783-786
1228	I. P. Morozova	1959	New genus of Family Fistuliporidae in Devonian in Kuznetz Basin [in Russian]	Trudy Paleontologischeskogo Instituta Akademiya Nauk SSSR	2	79-81
1229	M. A. Bolkhovitinova	1948	Visean Bryozoa of Guzelambet Basin (Northeast Kasakhstan) [in Russian]	Problem of theory and practice, Geologica	5	7-22
1230	V. P. Nekhoroshev	1960	Nekotor...vid..paleozoic.. SSSR	New species of fossil plants and invertebrates of the USSR	1?	268-283
1231	W. D. Lang	1925	The fauna of the basal shell bed of the Portland-Stone, Isle of Portland	Dorset Natural History and Antiquarian Field Club, Southhampton	46	164-167
1232	M. I. Schulga-Nesterenko	1941	Lower Permian bryozoans of the Urals [in Russian]	Paleontologiya SSSR	5	1-276
1233	T. D. Troizkaya	1960	New ... Tarbatagaya [in Russian]	Novye vidy drev rast bespozv SSSR	1	258-260
1234	L. V. Nekhorosheva	1956	Bryozoa...Novaya Zemlaya...	Trudy NIIGA	89	78-80
1235	G. Breton	2002	Baronichnus armatus gen. nov. sp. nov.: un fouisseur du tuffeau turonien de Touraine arme son terrier de bryozoaires	Bulletin trimestriel de la Société Géologique de Normandie et Amis Muséum de Havre	87	29-37
1236	T. G. Sarycheva	1972	Osnovy paleontologii. Vol. 7. Bryozoa	Izdatel'stvo Akad. Nauk SSSR	7	1-233
1237	V. D. Lavrentjeva	1975	A new bryozoan genus of the family Phylloporinidae [in Russian]	Paleontologicheskii Zhurnal	1975	138-140
1238	F. K. McKinney and P. D. Taylor	2001	Bryozoan generic extinctions and originations during the last one hundred million years	Palaeontologia Electronica	4	1-26
1239	H. Machiyama, T. Yamada, N. Kaneko, Y. Iryu, K. Odawara, R. Asami, H. Matsuda, S. F. Mawatari, Y. Bone and N. P. James	2002	Carbon and Oxygen Isotopes of Cool-Water Bryozoans from the Great Australian Bight and Their Paleoenvironmental Significance	Proceedings of the Ocean Drilling Program	Volume 182 Scientific Results, Great Australian Bight: Cenozoic Cool-Water Carbonates	1-29
1240	L. R. Thornely	1916	Report on the Polyzoa	Rep Mar Zool Okhamandal in Kattiawar	2	157-165
1241	B. Czeczuga	1980	Carotenes and xanthophylls in Plumatella fungosa (Pall.) (Bryozoa)	Bulletin Acad pol Sci (Ser Sci Biol)	27	627-630
1242	R. J. Cuffey and M. C. Hewitt	1989	Beck and Sarle Reefs, Middle SIlurian, Niagara Gorge,Ontario and New York	Canadian Society of Petroleum Geologists, Memoir	13	293-295
1243	R. J. Cuffey	1989	Drummond Island bryozoan reefs, Lower Silurian, Michigan	Canadian Society of Petroleum Geologists, Memoir	13	283-284
1244	R. J. Cuffey	1989	Lock Haven coral-bryozoan reef, Middle Silurian, Pennsylvania	Canadian Society of Petroleum Geologists, Memoir	13	285-287
1245	S. Conti and E. Serpagli	1985	A new interpretation of the anthozoan Septodaeum Bischoff, 1978 as a bryozoan	Bollettino della Società Paleontologica Italiana	23	3-20
1246	M. Conradi and J. L. Cervera	1996	Variability in trophic dominance of amphipods associated with the bryozoan Bugula neritina (L., 1758) in Algeciras Bay (southern Iberian Peninsula)	Polskie Archiwum Hydrobiologii	42	483-494
1247	G. V. Kopaevitch	1983	The diagnostic value of the features of bryozoans (by the example of genus Semicoscinium) [in Russian]	Sovmestnaya Sovetsko Mongol'skaya Paleontologicheskaya Ekspeditsiya Trudy	20	50-62
1248	P. S. Whittlesea	1996	Temporary chalk exposures in east Norfolk (Upper Campanian, zone of Belemnitella mucronata sensu lato). 1989-90	Bulletin of the Geological Society of Norfolk	43	3-24
1249	V. P. Nekhoroshev	1956	Lower Carboniferous Bryozoa of the Altai and Siberia [in Russian]	Trudy Vsesoyuznyy Nauchno-Issledovatelskiy Geologicheskiy Institut (VSEGEI), New Series	13	1-419
1250	I. Di Geronimo, R. Di Geronimo, R. la Perna, A. Rosso and R. Sanfilippo	2000	Cooling evidence from Pleistocene shelf assemblages in SE Sicily	Geological Society of London Special Publication	181	113-120
1251	F. Canu	1918	Les Bryozoaires fossiles de la région des Corbières	Bulletin de la Societé géologique de France	(4) 18	294-314
1252	H. L. Abbas and Y. I. El-Senoussi	1976	A study of some Miocene Bryozoa from Umm El-Rakham area, west of Mersa Matruh, Western Desert	Proceedings Egypt Acad Sci	29	153-174
1253	K. el Hajjaji	1989	Les Bryozoaires messiniens du bassin de Mellilla (N.E. Maroc) et leur signification biostratigraphique, paléogéographique et paléoécologique	Geologie Mediterraneene	15	105-121
1254	J.-L. d'Hondt	1980	Note sur quelques Bryozoaires de l'ouest et du sud africains	Bulletin de l'Institut fondamental d'Afrique Noire	42	754-775
1255	I. Ünsal and J.-L. d'Hondt	1979	Contribution à la connaissance des Bryozoaires marins de Turqie (Eurystomata et Cyclostomata)	Vie et Milieu	28/29	613-634
1256	H. S. Vasisht and B. B. Sofet	1981	Reporting the occurrence of the bryozoan Lophopodella carteri (Hyatt) from the municipal park pond, Ambala City	Research Bull Panjab Univ	26	111
1257	M. Kuc	1973	Fossil statoblasts of Cristatella mucedo Cuvier in the Beaufort Formation and in imerglacial and postglacial deposits of the Canadian Arctic	Geological Survey of Canada Paper	72	1-12
1258	A. Meunier and E. Pergens	1886	Nouveaux bryozoaires du Crétacé supérieur	Annales de la Société Royale Malacologique de Belgique, Memoires	20	32-37
1259	F. Borg	1966	Zur Kenntnis der Ökologie und des lebenszyklus von Electra crustulenta (Bryozoa chilostomata)	Zoologiska Bidrag	25	344-377
1260	E. Annoscia	1968	Briozoi mesomiocenici di Punta Sa Calada Bianca (Sardegna meridionale)	Giornale di Geologia	35	83-94
1261	M. Sars	1872	On some remarkable forms of animal life from the great deeps off the Norwegian coast. I. Partly from the posthumous manuscripts of the late Professor Michael Sars	Univ Prog	1869	82pp
1262	M. A. Fritz	1975	Redescription of type specimens of species of the bryozoan Heterotrypa from the Upper Ordovician rocks of the Credit River Valley, Ontario, Canada	Life Sciences Contribution, Royal Ontario Museum	111	1-24
1263	G. Bronstein	1938	Note sur la Croissance Résiduelle des Fragments de Zoarium chez un Bryozoaire Membranipora membranacea (L.)	C. R. Soc. Biol. de Paris	128	65-69
1264	E. A. Nikulina	2000	'Stolonial' development of Electra crustulenta var. arctica Borg, 1931 [in Russian]	Byulleten' Moskovskogo Obshchestva Ispytatelei Prirody Otdel Geologicheskii	75	4-5
1265	Y. V. Gautier	1957	Résultats des Campagnes du "Professeur Lacaze Duthiers" 2. Bryozoaires des Iles Baléares	Vie et Milieu	Suppl. no. 6	205-222
1266	Y. V. Gautier	1957	Résultats des Campagnes du "Professeur Lacaze Duthiers" 2. Sur quelques Bryozoaires des Côtes d' Algérie	Vie et Milieu	Suppl. no. 6	101-115
1267	W. M. Gabb and G. H. Horn	1860	Catalogue of the invertebrate fossils of the Cretaceous formation of the United States	Journal of the Academy of Natural Sciences of Philadelphia	4	375-404
1268	N. N. Dunaeva and I. P. Morozova	1967	Evolutionary features and systematic position of some late Paleozoic Trepostomata [in Russian]	Paleontologicheskii Zhurnal	1967	86-94
1269	G. V. Kopaevitch	1983	Generic and specific assemblages of bryozoans of Ordovician of Mongolia [in Russian]	Sovmestnaya Sovetsko-Mongol'skaya Paleontologicheskaya Ekspeditsiya Trudy	20	45-49
1270	F. S. Cornelius and J. W. Wells	1988	Ellis & Solander's 'Zoophytes', 1786: six unpublished plates and other aspects	Bulletin of the British Museum (Natural History), Zoology	16	17-87
1271	A. R. D. Stebbing	1971	The epizoic fauna of Flustra foliacea (Bryozoa)	Journal of the Marine Biological Association of the United Kingdom	51	283-174
1272	T. Hincks	1892	The Polyzoa of St Lawrence: a study of Arctic forms	Annals and Magazine of Natural History	9	149-157
1273	C. M. Young, E. Vasquez and I. Svane	2000	Early life-history strategies of sessile invertebrates in stratified fjords and coastal lagoons	American Zoologist	40	1270
1274	P. L. Cook and P. J. Hayward	1983	Notes on the family Lekythoporidae (Bryozoa, Cheilostomata)	Bulletin Of The British Museum	45	55-76
1275	J.-G. Harmelin	1977	Bryozoaires du banc de la Conception (nord des Canaries). Campagne Cineca I de 'Jean Charcot'	Bulletin du Muséum national d'histoire naturelle	341	1057-1075
1276	S. F. Harmer	1931	Recent work on Polyzoa (Presidential Address)	Proceedings of the Linnean Society of London	(1930-31)	113-168
1277	J. Yang	1950	Some Bryozoa from Upper Devonian and Lower Carboniferous of Hunan [in Chinese]	Palaeont. Novitates, Pal soc China	1	1-16
1278	G. A. Kluge	1914	Die Bryozoen der Deutschen Südpolar-Expedition 1901-1903	Deutsch Südpolar-Expedition Zoology	7	600-678
1279	K. Balasubrahmanyan	1976	A note on Vesicularia papuensis Busk (Ectoprocta: Ctenostomata) occurring in Vellar Estuary at Porto Novo	Journal Annamalai Univ. (Sci.)	29	253-256
1280	K. Brood	1972	The systematic position of Neuropora, Neuroporella and Spinopora	Stockholm Contributions in Geology	23	65-71
1281	A. W. Waters	1897	Notes on Bryozoa from Rapallo and other Mediterranean localities	Journal of the Linnean Society (zoology) London	26	1-21
1282	J. S. Maki, D. Rittschof, A. R. Schmidt, A. G. Snyder and R. Mitchell	1989	Factors controlling attachment of bryozoan larvae: a comparison of bacterial films and unfilmed surfaces	Biological Bulletin	177	295-302
1283	P. Brébion, A. Lauriat-Rage, D. Pajaud, S. Pouyet and J. Roman	1978	Les faunes pilocénes des environs d'Aguilas (provinces d'Almeria et de Murcia, Espagne méridionale)	Bull. Mus. natn. Hist. nat., Paris	68	55-76
1284	B. M. R. Munoz, G. H. I. Moyano and J. M. Cancino	1991	El complejo Membranipora (Bryozoa: Cheilostomata, Anasca) en Chile	Gayana Zoologia	55	203-211
1285	K. Satyanarayana Rao and B. Viswanadham	1984	First description of the ancestrula of Thalamoporella stapifera and preliminary observations on its early astogeny	Geobios	3	90-92
1286	O. V. Bogoyavlenskaya	1984	On a problematical coelenterate genus [in Russian]	Paleontologicheskii Zhurnal	4	48-52
1287	K. Satyanarayana Rao, B. Viswanadhan and G. Samuel Raju	1984	On some new recognized intertidal Bryozoa (Ectoprocta) from Visakhapatnam, Bay of Bengal	Geobios	3	106-110
1288	C. Li	1992	Bryozoan of fouling organisms in coastal waters of northern South China Sea	Journal Of Oceanography In Taiwan Strait	11	61-68
