name	author	rank
Savignyellidae	(Wyville Thomson, 1858)	Family
Savignyella	(Wyville Thomson, 1858)	Genus
Savignyella lafonti	(Wyville Thomson, 1858)	Species
Sclerodomidae	(Wyville Thomson, 1858)	Family
Onchoporidae	(Wyville Thomson, 1858)	Family
Euthyridellidae	(Wyville Thomson, 1858)	Family
Bifaxariidae	(Wyville Thomson, 1858)	Family
Mamilloporidae	(Wyville Thomson, 1858)	Family
Mamillopora	(Wyville Thomson, 1858)	Genus
Mamillopora cupula	(Wyville Thomson, 1858)	Species
Orbituliporidae	(Wyville Thomson, 1858)	Family
Sphaerulobryozoan	(Wyville Thomson, 1858)	Genus
Sphaerulobryozoan pendunculatum	(Wyville Thomson, 1858)	Species
Conescharellinidae	(Wyville Thomson, 1858)	Family
Myriozoidae	Smitt, 1868	Family
Myriozoum	Donati, 1750	Genus
Myriozoum coarctatum	(Wyville Thomson, 1858)	Species
Myriozoum subgracile	d'Orbigny, 1852	Species
Myriozoella	(Wyville Thomson, 1858)	Genus
Myriozoella plana	(Wyville Thomson, 1858)	Species
Leieschara	M. Sars, 1863	Genus
Leieschara coarctata	M. Sars, 1863	Species
Leieschara orientalis	(Kluge, 1929)	Species
Leieschara subgracilis	(D'orbigny, 1852)	Species
Lekythoporidae	(Wyville Thomson, 1858)	Family
Celleporariidae	(Wyville Thomson, 1858)	Family
Celleporaria	Lamouroux, 1821	Genus
Celleporaria albirostris	(Wyville Thomson, 1858)	Species
Celleporaria brunnea	(Hincks, 1884)	Species
Vittaticellidae	(Wyville Thomson, 1858)	Family
Vittaticella	(Wyville Thomson, 1858)	Genus
Vittaticella uberrima	(Wyville Thomson, 1858)	Species
Vittaticella elegans	(Wyville Thomson, 1858)	Species
Exechonellidae	Harmer, 1957	Family
Triporula	(Wyville Thomson, 1858)	Genus
Triporula stellata	(Wyville Thomson, 1858)	Species
Porinidae	D'orbigny, 1852	Family
Escharellidae	Levinsen, 1909	Family
Gemellipora	(Wyville Thomson, 1858)	Genus
Gemellipora glabra	(Wyville Thomson, 1858)	Species
Escharella	Gray, 1848	Genus
Escharella immersa	(Fleming, 1828)	Species
Mucronella peachii	(Wyville Thomson, 1858)	Species
Berenicea immersa	(Fleming, 1828)	Species
Escharella immersa immersa	(Wyville Thomson, 1858)	Subspecies
Escharella immersa labiosa	(Wyville Thomson, 1858)	Subspecies
Escharella microstoma	(Norman, 1864)	Species
Mucronella microstoma	(Wyville Thomson, 1858)	Species
Mucronella labiata	(Wyville Thomson, 1858)	Species
Escharella connectens	(Wyville Thomson, 1858)	Species
Mucronella connectens	(Wyville Thomson, 1858)	Species
Escharella ventricosa	(Wyville Thomson, 1858)	Species
Mucronella ventricosa	(Hassall, 1842)	Species
Escharella ventricosa ventricosa	(Hassall, 1842)	Subspecies
Escharella ventricosa peristomata	(Hassall, 1842)	Subspecies
Escharella variolosa	Johnston, 1838)	Species
Escharella dijmphnae	(Kluge, 1929)	Species
Escharella indivisa	Levinsen, 1916	Species
Escharella laqueata	(Norman, 1864)	Species
Escharella abyssicola	(Norman, 1869)	Species
Escharella octodentata	(Hincks, 1880)	Species
Escharella latodonta	Kluge, 1962	Species
Escharella macrodonta	Levinsen, 1916	Species
Hippopodina	(Wyville Thomson, 1858)	Genus
Escharelloides	Kluge, 1962	Genus
Escharelloides spinulifera	(Hincks, 1889)	Species
Monoporella spinulifera	Hincks, 1889	Species
Escharelloides cancellatum	(Smitt, 1868)	Species
Escharelloides stenostoma	(Smitt, 1872)	Species
Escharelloides simplex	(Kluge, 1955)	Species
Lapralioides	Kluge, 1962	Genus
Lapralioides nordlandica	(Nordgaard, 1905)	Species
Phylactella	Hincks, 1879	Genus
Phylactella labrosa	(Busk, 1854)	Species
Lepralia labrosa	Busk, 1854	Species
Phylactella labiata	(Boeck, 1868)	Species
Phylactella pacifica	O, Donoghue, 1923	Species
Smittinidae	Levinsen, 1909	Family
Palmicellaria	Alder, 1864	Genus
Palmicellaria skenei	(Ellis and Solander, 1755)	Species
Millepora skenei	Ellis and Solander, 1755	Species
Palmicellaria skenei skenei	(Ellis and Solander, 1755)	Subspecies
Palmicellaria skenei tridens	(Busk, 1856)	Subspecies
Palmicellaria skenei bicornis	(Busk, 1859)	Subspecies
Pseudoflustra	Bidenkap, 1897	Genus
Pseudoflustra solida	(Stimpson, 1854)	Species
Flustra solida	Stimpson, 1854	Species
Pseudoflustra anderssoni	Kluge, 1946	Species
Pseudoflustra sinuosa	(Andersson, 1902)	Species
Pseudoflustra birulai	Kluge, 1929	Species
Waterisporidae	(Wyville Thomson, 1858)	Family
Waterispora	Neviani, 1895	Genus
Hippoponellidae	Kluge, 1962	Family
Hippoponella	Canu and Bassler, 1920	Genus
Hippoponella hippopus	(Smitt, 1868)	Species
Lepralia hippopus	Smitt, 1868	Species
Hippoponella fastigatoavicularis	(Kluge, 1955)	Species
Hippopodinidae	Levinsen, 1909	Family
Cheilopora	Levinsen, 1909	Genus
Cheilopora sincera	(Smitt, 1868)	Species
Cheilopora sincera sincera	(Smitt, 1868)	Subspecies
Cheilopora sincera praelucida	(Hincks, 1888)	Subspecies
Cheilopora inermis	(Busk, 1880)	Species
Phylactolaemata	(Wyville Thomson, 1858)	Class
Plumatellida	(Wyville Thomson, 1858)	Order
Plumatellidae	(Wyville Thomson, 1858)	Family
Plumatella	(Wyville Thomson, 1858)	Genus
Plumatella repens	Linnaeus, 1785	Species
Plumatella casmiana	Oka, 1907	Species
Plumatella fruticosa	Allman, 1844	Species
Plumatella emarginata	Allman, 1844	Species
Plumatella fungosa	(Pallas)	Species
Plumatella reticulata	Wood, 1988	Species
Plumatella tanganyikae	(Annandale, 1911)	Species
Stolella	(Wyville Thomson, 1858)	Genus
Stolella indica	Annandale, 1909	Species
Stolella evelinae	Marcus, 1941	Species
Hyalinella	(Wyville Thomson, 1858)	Genus
Hyalinella orbisperma	(Kellicott, 1882)	Species
Plumatella orbisperma	Kellicott, 1882	Species
Hyalinella punctata	(Hancock, 1850)	Species
Plumatella punctata	Hancock, 1850	Species
Hyalinella vaihiriae	Hastings, 1929	Species
Cristatellidae	(Wyville Thomson, 1858)	Family
Cristatella	(Wyville Thomson, 1858)	Genus
Cristatella mucedo	Cuvier, 1798	Species
Cristatella mucedo mucedo	Cuvier, 1798	Subspecies
Cristatella mucedo idae	(Leidy, 1858)	Subspecies
Cristatella idae	(Leidy, 1858)	Species
Lophopodidae	(Wyville Thomson, 1858)	Family
Lophopodella	(Wyville Thomson, 1858)	Genus
Lophopodella carteri	(Hyatt, 1865)	Species
Lophopodella carteri carteri	(Hyatt, 1865)	Subspecies
Lophopodella carteri typica	Rogick	Subspecies
Lophopus	(Wyville Thomson, 1858)	Genus
Lophopus crystallinus	Pallas	Species
Fredericellidae	(Wyville Thomson, 1858)	Family
Fredericella	Allman, 1844	Genus
Fredericella sultana	(Blumenbach, 1779)	Species
Tubularia sultana	Blumenbach, 1779	Species
Fredericella sultana sultana	(Blumenbach, 1779)	Subspecies
Fredericella sultana crenulata	Marcus, 1946	Subspecies
Fredericella sultana transcaucasica	(Abricossoff, 1927)	Subspecies
Fredericella australiensis	Goddard	Species
Pectinatellidae	(Wyville Thomson, 1858)	Family
Pectinatella	(Wyville Thomson, 1858)	Genus
Pectinatella magnifica	(Wyville Thomson, 1858)	Species
Bugula californica	Robertson, 1905	Species
Alysidota alderi	Busk, 1856	Species
Lepralia auriculata	Hassall, 1842	Species
Smittia lineata	Nordgaard, 1896	Species
Escharella stylifera	Levinsen, 1887	Species
Porella propingua	(Smitt, 1868)	Species
Eschara verrucosa propingua	Smitt, 1868	Subspecies
Porella obesa	Waters, 1900	Species
Lepralia borealis	Waters, 1900	Species
Schizoporella harmsworthi	Waters, 1900	Species
Schizoporella ussowi	Kluge, 1908	Species
Smittina reduplicata	(Wyville Thomson, 1858)	Species
Alcyonidium diaphanum	Lamouroux, 1813	Species
Alcyonidium kermadecense	Gordon, 1984	Species
Elzerina	Lamouroux, 1816	Genus
Elzerina blainvillii	Lamouroux, 1816	Species
Elzerina badia	Gordon, 1984	Species
Bantariella	Jebram, 1973	Genus
Bantariella cookae	(Banta, 1968)	Species
Mimosella cookae	Banta, 1968	Species
Penetrantia	Silen, 1946	Genus
Penetrantia densa	Silen, 1946	Species
Penetrantia parva	Silen, 1946	Species
Sertularia anguina	Linnaeus, 1758	Species
Aetea australis	Jullien, 1888	Species
Aetea lingulata	Busk, 1852	Species
Flustra tuberculata	Bosc, 1802	Species
Gregarinidra	Barroso, 1949	Genus
Gregarinidra gregaria	(Heller, 1867)	Species
Membranipora gregaria	Heller, 1867	Species
Gregarinidra serrata	(Macgillivray, 1869)	Species
Membranipora serrata	Macgillivray, 1869	Species
Callopora precocialis	Gordon, 1984	Species
Amphiblestrum alcimum	Gordon, 1984	Species
Membranipora imbellis	Hincks, 1860	Species
Alderina tuberosa	(Canu and Bassler, 1929)	Species
Membraniporida tuberosa	Canu and Bassler, 1929	Species
Aplousina nodulosa	Uttley, 1949	Species
Crassimarginatella crassimarginata	(Hincks, 1880)	Species
Crassimarginatella electra	Gordon, 1984	Species
Crassimarginatella spathulata	Gordon, 1984	Species
Crassimarginatella vincularia	Gordon, 1984	Species
Crassimarginatella corbula	(Hincks, 1880)	Species
Membranipora corbula	Hincks, 1880	Species
Crassimarginatella spinosissima	Gordon, 1984	Species
Crassimarginatella translucens	Gordon, 1984	Species
Retevirgula aggregata	Gordon, 1984	Species
Marssonopora	Lang, 1914	Genus
Marssonopora dispersa	(Von Hagenow, 1839)	Species
Cellepora dispersa	Von Hagenow, 1839	Species
Marssonopora kermadecensis	Gordon, 1984	Species
Ellisina	Norman, 1903	Genus
Ellisina levata	(Hincks, 1882)	Species
Membranipora levata	Hincks, 1882	Species
Ellisina sericea	(Macgillivray, 1890)	Species
Biflustra sericea	Macgillivray, 1890	Species
Onychoblestrum	Gordon, 1984	Genus
Onychoblestrum hastingsae	(Brown, 1952)	Species
Amphiblestrum hastingsae	Brown, 1952	Species
Flustra acanthina	Lamouroux, 1825	Species
Chaperia multispinosa	Gordon, 1984	Species
Pyrichaperia	Gordon, 1982	Genus
Pyrichaperia pyriformis	(Canu and Bassler, 1929)	Species
Chaperia pyriformis	Canu and Bassler, 1929	Species
Chaperiopsis	Uttley, 1949	Genus
Chaperiopsis galeata	(Busk, 1854)	Species
Membranipora galeata	Busk, 1854	Species
Chaperiopsis bispinosa	Gordon, 1984	Species
Chaperiopsis boninensis	(Silen, 1941)	Species
Chaperiopsis transversalis boninensis	Silen, 1941	Subspecies
Chaperiopsis intermediata	Gordon, 1984	Species
Chaperiopsis multifida	(Busk, 1884)	Species
Membranipora galeata multifida	Busk, 1884	Subspecies
Chaperiopsis rubida	(Hincks, 1881)	Species
Membranipora rubida	Hincks, 1881	Species
Chaperiopsis spiculata	Uttley, 1949	Species
Chaperiopsis funda	(Uttley and Bullivant, 1972)	Species
Clipeochaperia funda	Uttley and Bullivant, 1972	Species
Hiantopora	Macgillivray, 1887	Genus
Hiantopora ferox	(Macgillivray, 1868)	Species
Lepralia ferox	Macgillivray, 1868	Species
Hiantopora jucunda	Gordon, 1984	Species
Arachnopusia	Jullien, 1888	Genus
Arachnopusia monoceros	(Busk, 1854)	Species
Lepralia monoceros	Busk, 1854	Species
Arachnopusia perforata	(Maplestone, 1909)	Species
Hiantopora perforata	Maplestone, 1909	Species
Arachnopusia unicornis	(Hutton, 1873)	Species
Eschara unicornis	Hutton, 1873	Species
Briarachnia	Gordon, 1984	Genus
Briarachnia robusta	Gordon, 1984	Species
Flustra coriacea	Johnston, 1847	Species
Micropora coriacea coriacea	(Johnston)	Subspecies
Micropora coriacea inarmata	Soule, 1959	Subspecies
Micropora elegans	Maplestone, 1901	Species
Micropora rimulata	(Canu and Bassler, 1929)	Species
Micropora mortenseni	Livingston, 1929	Species
Eschara patellaria	Moll, 1803	Species
Mollia multijuncta	(Waters, 1879)	Species
Diachoris patellaria multijuncta	Waters, 1879	Subspecies
Monoporella	Hincks, 1881	Genus
Monoporella nodulifera	(Hincks, 1881)	Species
Haploporella nodulifera	Hincks, 1881	Species
Monoporella fimbriata carinifera	Canu and Bassler, 1929	Subspecies
Manzonella	Jullien, 1888	Genus
Manzonella exilis	(Manzoni, 1869)	Species
Membranipora exilis	Manzoni, 1869	Species
Manzonella monopia	(Brown, 1952)	Species
Opaeophora lepida monopia	Brown, 1952	Subspecies
Caleschara	Macgillivray, 1880	Genus
Caleschara denticulata	(Macgillivray, 1868)	Species
Eschara denticulata	Macgillivray, 1868	Species
Caleschara levinseni	Harmer, 1926	Species
Caleschara laxa	Canu and Bassler, 1929	Species
Steganoporellidae	Hincks, 1884	Family
Menbranipora magnilabris	Busk, 1854	Species
Steginoporella magnifica	Harmer, 1900	Species
Steginoporella neozelanica magnifica	Harmer, 1900	Subspecies
Steginoporella neozelanica	(Busk, 1861)	Species
Vincularia neozelanica	Busk, 1861	Species
Thalamoporella rozieri	(Audouin, 1826)	Species
Flustra rozieri	Audouin, 1826	Species
Thalamoporella quadrata	Gordon, 1984	Species
Thalamoporella stapifera	Levinsen, 1909	Species
Farcimia sinuosa	Hassall, 1840	Species
Cellaria humilis	Moyano, 1983	Species
Cellaria tenuirostris	(Busk, 1852)	Species
Salicornaria tenuirostris	Busk, 1852	Species
Stomhypselosaria	Canu and Bassler, 1927	Genus
Stomhypselosaria condylata	Canu and Bassler, 1927	Species
Stomhypselosaria dupliforma	Canu and Bassler, 1929	Species
Mesostomaria	Canu and Bassler, 1927	Genus
Mesostomaria strictoramae	Canu and Bassler, 1927	Species
Dendrobeania sessilis	Gordon, 1984	Species
Cornucopina	Levinsen, 1909	Genus
Cornucopina grandis	(Busk, 1852)	Species
Bicellaria grandis	Busk, 1852	Species
Cornucopina geniculata	Harmer, 1926	Species
Brettiella	Gordon, 1984	Genus
Brettiella ovicellata	Gordon, 1984	Species
Beania mirabilis	Johnston, 1840	Species
Beania bilaminata	(Hincks, 1881)	Species
Diachoris bilaminata	Hincks, 1881	Species
Beania cribrimorpha	Gordon, 1984	Species
Beania discodermiae	(Ortmann, 1890)	Species
Diachoseris discodermiae	Ortmann, 1890	Species
Beania elongata	(Hincks, 1885)	Species
Diachoris elongata	Hincks, 1885	Species
Beania gigantavicularis	Gordon, 1984	Species
Beania magellanica	(Busk, 1852)	Species
Diachoris magellanica	Busk, 1852	Species
Beania plurispinosa	Uttley and Bullivant, 1972	Species
Cabereidae	Busk, 1852	Family
Scrupocellaria maderensis	Busk, 1860	Species
Caberea dichotoma	Lamouroux, 1816	Species
Caberea darwinii	Busk, 1884	Species
Caberea enzoi	Gordon, 1984	Species
Caberea glabra	Macgillivray, 1886	Species
Caberea helicina	Hastings, 1943	Species
Caberea rostrata	Busk, 1884	Species
Notoplites longispinosus	Gordon, 1984	Species
Notoplites aviculariae	(Yanagi and Okada, 1918)	Species
Notoplites marsupiatus	(Jullien, 1883)	Species
Amastiga	Busk, 1852	Genus
Amastiga nuda	Busk, 1852	Species
Amastiga antarctica	(Kluge, 1914)	Species
Amastiga antarctica antarctica	(Kluge, 1914)	Subspecies
Amastiga antarctica subtropicalis	Gordon, 1984	Subspecies
Emma	Gray, 1843	Genus
Emma crystallina	Gray, 1843	Species
Emma watersi	Hastings, 1939	Species
Emma cervicornis watersi	Hastings, 1939	Subspecies
Canda	Lamouroux, 1816	Genus
Canda arachnoides	Lamouroux, 1816	Species
Canda pecten	(Wyville Thomson, 1858)	Species
Canda pecten pecten	(Wyville Thomson, 1858)	Subspecies
Canda pecten scutata	Harmer, 1926	Subspecies
Laricaria aegyptiacum	Audouin, 1826	Species
Synnotum aviculare	Hincks, 1886	Species
Lepralia nitida	Johnston, 1838	Species
Membraniporella bifurcata	Powell, 1967	Species
Membraniporella figularioides	Gordon, 1984	Species
Reginella furcata	(Hincks, 1882)	Species
Cribrilina furcata	Hincks, 1882	Species
Reginella stolonifera	Gordon, 1984	Species
Reginella vas	(Brown, 1954)	Species
Figularia	Jullien, 1886	Genus
Figularia figularis	(Johnston, 1847)	Species
Lepralia figularis	Johnston, 1847	Species
Figularia carinata	(Waters, 1923)	Species
Figularia spinea	Brown, 1952	Species
Figularia huttoni	Uttley and Bullivant, 1972	Species
Puellina	Jullien, 1886	Genus
Puellina gattyae	(Landsborough, 1852)	Species
Lepralia gattyae	Landsborough, 1852	Species
Puellina radiata	(Moll, 1803)	Species
Puellina biavicularia	(Kataoka, 1961)	Species
Puellina cribrilaria biavicularia	Kataoka, 1961	Subspecies
Cribrilaria biavicularia	(Kataoka, 1961)	Species
Puellina innominata	(Couch, 1844)	Species
Puellina cribrilaria innominata	(Couch, 1844)	Subspecies
Lepralia innominata	Couch, 1844	Species
Cribrilaria innominata	(Couch, 1844)	Species
Quadricellariidae	Gordon, 1984	Family
Quadricellaria	D'Orbigny, 1851	Genus
Quadricellaria elegans	D'Orbigny, 1851	Species
Quadricellaria bocki	(Silen, 1941)	Species
Nelliella bocki	Silen, 1941	Species
Petalostegidae	Gordon, 1984	Family
Petalostegus	Levinsen, 1909	Genus
Petalostegus bicornis	(Busk, 1884)	Species
Catenaria bicornis	Busk, 1884	Species
Macroporidae	Uttley, 1949	Family
Macropora	Macgillivray, 1895	Genus
Macropora centralis	Macgillivray, 1895	Species
Macropora grandis	(Hutton, 1873)	Species
Lepralis grandis	Hutton, 1873	Species
Macropora waimatukuensis trisinuata	Uttley, 1949	Subspecies
Hippothoa divaricata pacifica	Gordon, 1984	Subspecies
Hippothoa calciophilia	Gordon, 1984	Species
Hippothoa peristomata	Gordon, 1984	Species
Flustra brongniartii	Audouin, 1826	Species
Chorizopora ferocissima	Gordon, 1984	Species
Chorizopora spicata	Gordon, 1984	Species
Celleporella	Gray, 1848	Genus
Celleporella hyalina	(Linnaeus, 1767)	Species
Celleporella delta	(Ryland and Gordon, 1977)	Species
Gigantopora	Ridley, 1881	Genus
Gigantopora lyncoides	Ridley, 1881	Species
Gigantopora polymorpha	(Busk, 1884)	Species
Gephyrophora polymorpha	Busk, 1884	Species
Gigantopora proximalis	Gordon, 1984	Species
Gigantopora pupa	(Jullien, 1929)	Species
Gigantopora brevicapitata	Canu and Bassler, 1929	Species
Emballotheca quadrata	(Macgillivray, 1880)	Species
Eschara quadrata	Macgillivray, 1880	Species
Emballotheca monomorpha	Gordon, 1984	Species
Lepralia auriculata	Hassall, 1842	Species
Schizomavella neptuni	(Jullien, 1883)	Species
Schizoporella neptuni	Jullien, 1883	Species
Schizomavella punctigera	(Macgillivray, 1883)	Species
Schizoporella punctigera	Macgillivray, 1883	Species
Lacerna minuta	Uttley and Bullivant, 1972	Species
Schizomavella schizoporelloides	Gordon, 1984	Species
Flustra cecilii	Audouin, 1826	Species
Lepralia porcellana	Busk, 1860	Species
Cleidochasma protrusa	(Thornely, 1905)	Species
Gemellipora protrusa	Thornely, 1905	Species
Eschara vulgaris	Moll, 1803	Species
Hippothoa pes-anseris	Smitt, 1873	Species
Escharina waiparaensis	Brown, 1952	Species
Metroperiella	Canu and Bassler, 1917	Genus
Metroperiella lapralioides	(Calvet, 1903)	Species
Schizoporella lapralioides	Calvet, 1903	Species
Metroperiella triangula	(Hincks, 1881)	Species
Schizoporella triangula	Hincks, 1881	Species
Chiastosella	Canu and Bassler, 1934	Genus
Chiastosella daedala	(Macgillivray, 1882)	Species
Schizoporella daedala	Macgillivray, 1882	Species
Chiastosella longaevitas	Powell, 1967	Species
Nimba	Jullien, 1903	Genus
Nimba praetexta	Jullien, 1903	Species
Nimba terraenovae	(Powell, 1967)	Species
Schizoporella terraenovae	Powell, 1967	Species
Rogicka	Uttley and Bullivant, 1972	Genus
Rogicka biserialis	(Hincks, 1885)	Species
Schizoporella biserialis	Hincks, 1885	Species
Rogicka oceanica	Gordon, 1984	Species
Phonicosia	Jullien, 1888	Genus
Phonicosia jousseaumei	Jullien, 1888	Species
Phonicosia circinata	(Macgillivray, 1869)	Species
Lepralia circinata	Macgillivray, 1869	Species
Cribellopora	Gautier, 1957	Genus
Cribellopora trichotoma	(Waters, 1918)	Species
Schizoporella trichotoma	Waters, 1918	Species
Cribellopora simplex	Gautier, 1957	Species
Lacerna	Jullien, 1888	Genus
Lacerna hosteensis	Jullien, 1888	Species
Lacerna problematica	Gordon, 1984	Species
Buffonellodes	Strand, 1928	Genus
Buffonellodes rimosa	(Jullien, 1888)	Species
Buffonellodes marsupifera	(Busk, 1884)	Species
Schizoporella marsupifera	Busk, 1884	Species
Buffonellodes ridleyi	(Macgillivray, 1883)	Species
Schizoporella ridleyi	Macgillivray, 1883	Species
Schizoporella rhomboidalis	Powell, 1967	Species
Schizosmittina	Vigneaux, 1949	Genus
Schizosmittina planovicellata	Vigneaux, 1949	Species
Schizosmittina maplestonei	(Macgillivray, 1897)	Species
Lepralia maplestonei	Macgillivray, 1897	Species
Schizoporella cinctipora	Hincks, 1883	Species
Schizoporella speciosa	Macgillivray, 1890	Species
Hippomonavella	Canu and Bassler, 1934	Genus
Hippomonavella praeclara	(Macgillivray, 1895)	Species
Lepralia praeclara	Macgillivray, 1895	Species
Hippomonavella gymnae	Gordon, 1984	Species
Smittoidea	Osburn, 1952	Genus
Smittoidea prolifica	Osburn, 1952	Species
Smittoidea curtisensis	Gordon, 1984	Species
Smittoidea hyalina	Gordon, 1984	Species
Smittoidea magna	Gordon, 1984	Species
Smittoidea zelandiae	(Brown, 1952)	Species
Smittinella zealandiae	Brown, 1952	Species
Hemismittoidea	Soule and Soule, 1973	Genus
Hemismittoidea corallinea	Soule and Soule, 1973	Species
Hemismittoidea hexaspinosa	(Uttley and Bullivant, 1972)	Species
Parasmittina hexaspinosa	Uttley and Bullivant, 1972	Species
Porelloides	Hayward, 1979	Genus
Porelloides laevis	(Fleming, 1828)	Species
Cellepora laevis	Fleming, 1828	Species
Porelloides glabra	Gordon, 1984	Species
Hippoporina pertusa	(Esper, 1796)	Species
Cellepora pertusa	Esper, 1796	Species
Hippoporina cincta	(Hincks, 1885)	Species
Lepralia cincta	Hincks, 1885	Species
Hippoporina epaxia	Gordon, 1984	Species
Hippoporina burlingtoniensis	(Waters, 1882)	Species
Hippoporina rostrata	(Macgillivray, 1887)	Species
Schizoporella rostrata	Macgillivray, 1887	Species
Lepralia lancifera	Hincks, 1891	Species
Codonellina	Bassler, 1934	Genus
Codonellina galeata	(Busk, 1854)	Species
Lepralia galeata	Busk, 1854	Species
Codonellina montferrandii	(Audouin, 1826)	Species
Flustra montferrandii	Audouin, 1826	Species
Hippomenella	Canu and Bassler, 1917	Genus
Hippomenella mucronelliformis	(Waters, 1899)	Species
Lepralia mucronelliformis	Waters, 1899	Species
Hippomenella vellicata	(Hutton, 1873)	Species
Lepralia vellicata	Hutton, 1873	Species
Hippothyris	Osburn, 1952	Genus
Hippothyris emplastra	Osburn, 1952	Species
Hippothyris aganactete	Gordon, 1984	Species
Escharoides angela	(Hutton, 1873)	Species
Lepralia angela	Hutton, 1873	Species
Escharoides excavata	(Macgillivray, 1860)	Species
Lepralia excavata	Macgillivray, 1860	Species
Escharoides sauroglossa	Levinsen, 1909	Species
Smittina foliaceana	Okada and Mawatari, 1938	Species
Exochella tricuspis	(Hincks, 1881)	Species
Mucronella tricuspis	Hincks, 1881	Species
Elleschara	Gordon, 1984	Genus
Elleschara bensoni	(Brown, 1954)	Species
Lepralia bensoni	Brown, 1954	Species
Lepralia marsupiata	Busk, 1860	Species
Microporella agonistes	Gordon, 1984	Species
Microporella normani	Canu and Bassler, 1928	Species
Microporella discors	Uttley and Bullivant, 1972	Species
Microporella intermedia	Livingstone, 1929	Species
Microporella flabellaris intermedia	Livingstone, 1929	Subspecies
Microporella ciliata intermedia	Livingstone, 1929	Subspecies
Microporella lineata	Canu and Bassler, 1929	Species
Microporella orientalis	Harmer, 1957	Species
Cellepora malusii	Audouin, 1826	Species
Fenestrulina malusii incompta	Gordon, 1984	Subspecies
Fenestrulina malusii pulchra	Gordon, 1984	Subspecies
Fenestrulina catastictos	Gordon, 1984	Species
Fenestrulina reticulata	Powell, 1967	Species
Fenestrulina infundibulipora	Canu and Bassler, 1929	Species
Fenestrulina disjuncta	(Hincks, 1885)	Species
Microporella malusii disjuncta	Hincks, 1885	Subspecies
Microporella malusii thyreophora	(Busk, 1857)	Subspecies
Lepralia thyreophora	Busk, 1857	Species
Calloporina	Neviani, 1895	Genus
Calloporina decorata	(Reuss, 1848)	Species
Cellepora decorata	Reuss, 1848	Species
Calloporina angustipora	(Hincks, 1885)	Species
Microporella diadema angustipora	Hincks, 1885	Subspecies
Calloporina triporosa	Powell, 1967	Species
Calloporina biavicularia	Kataoka, 1961	Species
Tenthrenulina	Gordon, 1984	Genus
Tenthrenulina dispar	Gordon, 1984	Species
Eurystomella foraminigera	(Hincks, 1883)	Species
Lepralia foraminigera	Hincks, 1883	Species
Eurystomella crystallina	Gordon, 1984	Species
Porella marsupium	(Macgillivray, 1869)	Species
Lepralia marsupium	Macgillivray, 1869	Species
Lepralia landsborovii	Johnston, 1847	Species
Smittina punctata	Powell, 1967	Species
Smittina rosacea	Powell, 1967	Species
Smittina spiraminifera	Gordon, 1984	Species
Smittina torques	Powell, 1967	Species
Lepralia jeffreysi	Norman, 1876	Species
Parasmittina delicatula	(Busk, 1884)	Species
Mucronella delicatula	Busk, 1884	Species
Smittina unispinosa	Waters, 1889	Species
Smittina aviculata	Mawatari, 1952	Species
Parasmittina serrula	Soule and Soule, 1973	Species
Parasmittina tropica	(Waters, 1909)	Species
Smittia tropica	Waters, 1909	Species
Parasmittina tubula	(Kirkpatrick, 1888)	Species
Smittia tubula	Kirkpatrick, 1888	Species
Rhamphostomella rogickae	(Brown, 1958)	Species
Smittina rogickae	Brown, 1958	Species
Lepraliella mooraboolensis	(Macgillivray, 1895)	Species
Mucronella mooraboolensis	Macgillivray, 1895	Species
Lepraliella multidentata	(Thornely, 1905)	Species
Lepralia multidentata	Thornely, 1905	Species
Lepralia bispinosa	Johnston, 1847	Species
Rhynchozoon angulatum	Levinsen, 1909	Species
Rhynchozoon crenulatum	(Waters, 1887)	Species
Rhynchopora crenulatum	Waters, 1887	Species
Rhynchozoon paa	Uttley and Bullivant, 1972	Species
Rhynchozoon tubulosum	(Hincks, 1880)	Species
Mucronella tubulosum	Hincks, 1880	Species
Sertella concinna	Gordon, 1984	Species
Sertella malleatia	Gordon, 1984	Species
Brodiella	Uttley and Bullivant, 1972	Genus
Brodiella longispinata	(Busk, 1884)	Species
Schizoporella longispinata	Busk, 1884	Species
Schizoporella scintillans	Kincks, 1885	Species
Schizoporella scissa	Brown, 1952	Species
Schizoporella butleri	Brown, 1952	Species
Adeonellopsis foliacea	Macgillivray, 1886	Species
Adeonellopsis yarraensis	(Waters, 1881)	Species
Microporella yarraensis	Waters, 1881	Species
Adeonellopsis pentapora	Canu and Bassler, 1929	Species
Crepidacantha crinispina	Levinsen, 1909	Species
Crepidacantha poissoni crinispina	Levinsen, 1909	Subspecies
Crepidacantha bracebridgei	Brown, 1954	Species
Lepralia hassallii	Johnston, 1847	Species
Celleporina costazii	(Audouin, 1826)	Species
Cellepora costazii	Audouin, 1826	Species
Celleporina spatula	(Macgillivray, 1885)	Species
Cellepora costazii spatula	Macgillivray, 1885	Subspecies
Galeopsis	Jullien, 1903	Genus
Galeopsis	Jullien, 1903	Genus
Galeopsis rabidus	Jullien, 1903	Species
Galeopsis pentagonus	(D'orbigny, 1847)	Species
Vincularia pentagona	D'orbigny, 1847	Species
Pustulipora porcellanica	Hutton, 1873	Species
Haswellia auriculata	Busk, 1884	Species
Galeopsis polyporus	(Brown, 1952)	Species
Spiroporina polyporus	Brown, 1952	Species
Buffonellaria	Canu and Basler, 1917	Genus
Buffonellaria divergens	(Smitt, 1873)	Species
